,level_0,index,Trend,p_value,slope,site_no
34,34,wl_elev34%,increasing,0.0025502176384633035,11.226685576922927,394430077225001
35,35,wl_elev35%,increasing,0.0025502176384633035,11.226140595582452,394430077225001
36,36,wl_elev36%,increasing,0.0025502176384633035,10.87310291088123,394430077225001
37,37,wl_elev37%,increasing,0.0025502176384633035,10.89157555527426,394430077225001
38,38,wl_elev38%,increasing,0.002054718976131742,10.242250245428993,394430077225001
39,39,wl_elev39%,increasing,0.0025502176384633035,9.261239697929021,394430077225001
40,40,wl_elev40%,increasing,0.003152836835519368,9.217332324691856,394430077225001
41,41,wl_elev41%,increasing,0.0025502176384633035,9.3286992267968,394430077225001
42,42,wl_elev42%,increasing,0.0025502176384633035,8.758731375798604,394430077225001
43,43,wl_elev43%,increasing,0.003152836835519368,9.056806129935396,394430077225001
44,44,wl_elev44%,increasing,0.003152836835519368,9.059571366073163,394430077225001
45,45,wl_elev45%,increasing,0.003152836835519368,9.20446078574189,394430077225001
46,46,wl_elev46%,increasing,0.0038826563480225396,8.802342676694373,394430077225001
47,47,wl_elev47%,increasing,0.0038826563480225396,9.723396308195166,394430077225001
48,48,wl_elev48%,increasing,0.004762813070926741,9.522371031254496,394430077225001
49,49,wl_elev49%,increasing,0.004762813070926741,8.922513855754556,394430077225001
50,50,wl_elev50%,increasing,0.007083869672755538,8.530148684637853,394430077225001
51,51,wl_elev51%,increasing,0.007083869672755538,8.415935118474303,394430077225001
52,52,wl_elev52%,increasing,0.004762813070926741,8.570078474219807,394430077225001
53,53,wl_elev53%,increasing,0.005819816954009793,8.720389694534724,394430077225001
54,54,wl_elev54%,increasing,0.005819816954009793,8.94981080634785,394430077225001
55,55,wl_elev55%,increasing,0.007083869672755538,9.42439830697376,394430077225001
56,56,wl_elev56%,increasing,0.007083869672755538,9.494140715189067,394430077225001
57,57,wl_elev57%,increasing,0.007083869672755538,9.789701980574108,394430077225001
58,58,wl_elev58%,increasing,0.007083869672755538,9.586861611140446,394430077225001
59,59,wl_elev59%,increasing,0.005819816954009793,9.111600329378064,394430077225001
60,60,wl_elev60%,increasing,0.005819816954009793,9.281525698064781,394430077225001
61,61,wl_elev61%,increasing,0.004762813070926741,9.23140216450094,394430077225001
62,62,wl_elev62%,increasing,0.004762813070926741,9.241257562440406,394430077225001
63,63,wl_elev63%,increasing,0.004762813070926741,9.476992587134252,394430077225001
64,64,wl_elev64%,increasing,0.0038826563480225396,9.628027559788922,394430077225001
65,65,wl_elev65%,increasing,0.004762813070926741,9.916395161883033,394430077225001
66,66,wl_elev66%,increasing,0.0038826563480225396,10.101731132571413,394430077225001
67,67,wl_elev67%,increasing,0.0038826563480225396,9.662127027485337,394430077225001
68,68,wl_elev68%,increasing,0.0038826563480225396,9.730351387183251,394430077225001
69,69,wl_elev69%,increasing,0.003152836835519368,10.12082334448668,394430077225001
70,70,wl_elev70%,increasing,0.0038826563480225396,9.639302720187157,394430077225001
71,71,wl_elev71%,increasing,0.004762813070926741,10.232198835898647,394430077225001
72,72,wl_elev72%,increasing,0.0038826563480225396,10.33211046853092,394430077225001
73,73,wl_elev73%,increasing,0.0038826563480225396,10.044619022650311,394430077225001
74,74,wl_elev74%,increasing,0.004762813070926741,10.260263731361665,394430077225001
75,75,wl_elev75%,increasing,0.004762813070926741,9.993499617640119,394430077225001
76,76,wl_elev76%,increasing,0.0038826563480225396,9.790401949845606,394430077225001
77,77,wl_elev77%,increasing,0.0025502176384633035,10.382524368076133,394430077225001
78,78,wl_elev78%,increasing,0.0016490105363544671,10.694201557496813,394430077225001
79,79,wl_elev79%,increasing,0.0016490105363544671,10.63318932399833,394430077225001
80,80,wl_elev80%,increasing,0.0016490105363544671,10.757333397244116,394430077225001
81,81,wl_elev81%,increasing,0.0010496367912591342,10.544864267590306,394430077225001
82,82,wl_elev82%,increasing,0.0010496367912591342,10.677847040607501,394430077225001
83,83,wl_elev83%,increasing,0.0006576543953178415,10.713930981559042,394430077225001
84,84,wl_elev84%,increasing,0.0006576543953178415,10.492223518804398,394430077225001
85,85,wl_elev85%,increasing,0.0004055786023198227,10.599722404562836,394430077225001
86,86,wl_elev86%,increasing,0.00024617745442112593,10.639985301611247,394430077225001
87,87,wl_elev87%,increasing,0.00019065106015947464,10.46579606393213,394430077225001
88,88,wl_elev88%,increasing,0.00014706061096125822,10.52418909504341,394430077225001
89,89,wl_elev89%,increasing,0.00019065106015947464,10.570335617557685,394430077225001
90,90,wl_elev90%,increasing,0.00019065106015947464,10.951383866161294,394430077225001
91,91,wl_elev91%,increasing,0.0004055786023198227,10.894388903082355,394430077225001
92,92,wl_elev92%,increasing,0.0004055786023198227,10.732874403006537,394430077225001
93,93,wl_elev93%,increasing,0.0005174852909002325,10.97180279615112,394430077225001
94,94,wl_elev94%,increasing,0.0003166110130958799,11.012748042952085,394430077225001
95,95,wl_elev95%,increasing,0.00024617745442112593,10.990269260392497,394430077225001
96,96,wl_elev96%,increasing,0.0003166110130958799,10.60212326529414,394430077225001
97,97,wl_elev97%,increasing,0.00019065106015947464,10.533393372968199,394430077225001
98,98,wl_elev98%,increasing,0.00014706061096125822,11.174650976925244,394430077225001
99,99,wl_elev99%,increasing,0.00019065106015947464,11.357272827580367,394430077225001
100,100,wl_elevmax,increasing,0.00014706061096125822,11.792580698156138,394430077225001
101,0,wl_elevmin,increasing,0.0013753825612259352,7.375587454566418,394655080014301
102,1,wl_elev1%,increasing,0.0013753825612259352,7.309928955491694,394655080014301
103,2,wl_elev2%,increasing,0.0016318152580183654,7.585055309525732,394655080014301
104,3,wl_elev3%,increasing,0.0019316135357636544,7.423374471242838,394655080014301
105,4,wl_elev4%,increasing,0.0016318152580183654,7.540941429848038,394655080014301
106,5,wl_elev5%,increasing,0.0016318152580183654,7.897913508508493,394655080014301
107,6,wl_elev6%,increasing,0.0019316135357636544,8.03659419894868,394655080014301
108,7,wl_elev7.0%,increasing,0.003160052923044443,7.322142693549923,394655080014301
109,8,wl_elev8%,increasing,0.0016318152580183654,7.271965852091734,394655080014301
110,9,wl_elev9%,increasing,0.0011565816777279192,7.1875004575503905,394655080014301
111,10,wl_elev10%,increasing,0.0011565816777279192,7.2224333099544165,394655080014301
112,11,wl_elev11%,increasing,0.0016318152580183654,7.362423950817205,394655080014301
113,12,wl_elev12%,increasing,0.0009703488881898092,7.366286017646754,394655080014301
114,13,wl_elev13%,increasing,0.0008122260389773484,7.222326054672877,394655080014301
115,14,wl_elev14%,increasing,0.0011565816777279192,7.294613726022581,394655080014301
116,15,wl_elev15%,increasing,0.0016318152580183654,7.337045146752715,394655080014301
117,16,wl_elev16%,increasing,0.0013753825612259352,8.526687954558017,394655080014301
118,17,wl_elev17%,increasing,0.0011565816777279192,8.92956532787693,394655080014301
119,18,wl_elev18%,increasing,0.0008122260389773484,9.003610366216908,394655080014301
120,19,wl_elev19%,increasing,0.0013753825612259352,9.01728899460024,394655080014301
121,20,wl_elev20%,increasing,0.0029066231110383978,7.871592656667156,394655080014301
122,21,wl_elev21%,increasing,0.004337594636827813,7.482373799367201,394655080014301
123,22,wl_elev22%,increasing,0.005064575627610424,7.195133992963957,394655080014301
124,23,wl_elev23%,increasing,0.003706522671735435,7.084622631757174,394655080014301
125,24,wl_elev24%,increasing,0.003706522671735435,7.0266947216589,394655080014301
126,25,wl_elev25%,increasing,0.002281249640504912,6.7116759844889655,394655080014301
127,26,wl_elev26%,increasing,0.0026880064370089496,6.7675925336051606,394655080014301
128,27,wl_elev27%,increasing,0.003160052923044443,6.76085311526669,394655080014301
129,28,wl_elev28%,increasing,0.0026880064370089496,6.680044580280011,394655080014301
130,29,wl_elev29%,increasing,0.003706522671735435,6.784865574252877,394655080014301
131,30,wl_elev30%,increasing,0.004337594636827813,6.596773078934589,394655080014301
132,31,wl_elev31%,increasing,0.005899983624599869,6.510378182874267,394655080014301
133,32,wl_elev32%,increasing,0.005064575627610424,6.745183109023875,394655080014301
134,33,wl_elev33%,increasing,0.005064575627610424,6.624956854055774,394655080014301
135,34,wl_elev34%,increasing,0.005064575627610424,6.350657894448318,394655080014301
136,35,wl_elev35%,increasing,0.005064575627610424,6.124979196270354,394655080014301
137,36,wl_elev36%,increasing,0.005899983624599869,6.244937576464625,394655080014301
138,37,wl_elev37%,increasing,0.005064575627610424,5.7793990257408305,394655080014301
139,38,wl_elev38%,increasing,0.005064575627610424,5.851437467288494,394655080014301
140,39,wl_elev39%,increasing,0.005064575627610424,5.452649073741872,394655080014301
141,40,wl_elev40%,increasing,0.006857630965628081,5.260586507180195,394655080014301
142,41,wl_elev41%,increasing,0.009201853955849826,5.150445827945763,394655080014301
143,42,wl_elev42%,increasing,0.012236670124007976,5.127211741821927,394655080014301
144,43,wl_elev43%,increasing,0.014063556708352909,6.5753060890913515,394655080014301
145,44,wl_elev44%,increasing,0.012236670124007976,7.010616827947318,394655080014301
146,45,wl_elev45%,increasing,0.009201853955849826,7.152122832337268,394655080014301
147,46,wl_elev46%,increasing,0.006857630965628081,7.137467482949351,394655080014301
148,47,wl_elev47%,increasing,0.005899983624599869,6.92148011807738,394655080014301
149,48,wl_elev48%,increasing,0.005899983624599869,6.62057389126702,394655080014301
150,49,wl_elev49%,increasing,0.005064575627610424,6.771471568300326,394655080014301
151,50,wl_elev50%,increasing,0.004675614909751991,6.94533429353075,394655080014301
152,51,wl_elev51%,increasing,0.004337594636827813,6.8722278997521595,394655080014301
153,52,wl_elev52%,increasing,0.003706522671735435,6.427752213304924,394655080014301
154,53,wl_elev53%,increasing,0.005064575627610424,6.581373266756211,394655080014301
155,54,wl_elev54%,increasing,0.005899983624599869,6.675068982854836,394655080014301
156,55,wl_elev55%,increasing,0.009201853955849826,6.164159309797543,394655080014301
157,56,wl_elev56%,increasing,0.012236670124007976,6.491844803247799,394655080014301
158,57,wl_elev57%,increasing,0.012236670124007976,6.544826563946469,394655080014301
159,58,wl_elev58%,increasing,0.014063556708352909,6.446390139753965,394655080014301
160,59,wl_elev59%,increasing,0.012236670124007976,6.519427790561503,394655080014301
161,60,wl_elev60%,increasing,0.012236670124007976,6.594349631099384,394655080014301
162,61,wl_elev61%,increasing,0.014063556708352909,6.65268231674354,394655080014301
163,62,wl_elev62%,increasing,0.012236670124007976,6.959386108973422,394655080014301
164,63,wl_elev63%,increasing,0.010623249592075945,6.943140322287073,394655080014301
165,64,wl_elev64%,increasing,0.010623249592075945,6.946474794011969,394655080014301
166,65,wl_elev65%,increasing,0.01057533014111689,7.068058515413796,394655080014301
167,66,wl_elev66%,increasing,0.007952706286745492,7.096780260159444,394655080014301
168,67,wl_elev67%,increasing,0.007952706286745492,6.896477626364161,394655080014301
169,68,wl_elev68%,increasing,0.009201853955849826,6.8396257893668135,394655080014301
170,69,wl_elev69%,increasing,0.009201853955849826,6.819460043484636,394655080014301
171,70,wl_elev70%,increasing,0.008536579898921648,6.707538658103433,394655080014301
172,71,wl_elev71%,increasing,0.008536579898921648,6.975496770176137,394655080014301
173,72,wl_elev72%,increasing,0.009867111315178478,7.085394025776483,394655080014301
174,73,wl_elev73%,increasing,0.012236670124007976,7.052042793232588,394655080014301
175,74,wl_elev74%,increasing,0.010623249592075945,7.097959316938821,394655080014301
176,75,wl_elev75%,increasing,0.009201853955849826,7.309473444726896,394655080014301
177,76,wl_elev76%,increasing,0.007952706286745492,7.418382522903364,394655080014301
178,77,wl_elev77%,increasing,0.006857630965628081,7.573192050821617,394655080014301
179,78,wl_elev78%,increasing,0.010623249592075945,7.674254368376094,394655080014301
180,79,wl_elev79%,increasing,0.010623249592075945,7.732367051586687,394655080014301
181,80,wl_elev80%,increasing,0.012236670124007976,7.739496011445286,394655080014301
182,81,wl_elev81%,increasing,0.012236670124007976,7.796273895828463,394655080014301
183,82,wl_elev82%,increasing,0.010623249592075945,7.655589197824389,394655080014301
184,83,wl_elev83%,increasing,0.010623249592075945,7.545037287733828,394655080014301
185,84,wl_elev84%,increasing,0.0113793705115941,7.430430414488096,394655080014301
186,85,wl_elev85%,increasing,0.0113793705115941,7.454013428680158,394655080014301
187,86,wl_elev86%,increasing,0.012236670124007976,7.471793608032817,394655080014301
188,87,wl_elev87%,increasing,0.014063556708352909,7.454184832319358,394655080014301
189,88,wl_elev88%,increasing,0.01503314322602467,7.38519735818838,394655080014301
190,89,wl_elev89%,increasing,0.010623249592075945,7.364652990486178,394655080014301
191,90,wl_elev90%,increasing,0.021065443548514473,7.290418295700453,394655080014301
192,91,wl_elev91%,increasing,0.02399553835367718,7.15946153876177,394655080014301
193,92,wl_elev92%,increasing,0.02399553835367718,7.178645753316097,394655080014301
194,93,wl_elev93%,increasing,0.02399553835367718,7.082621656049458,394655080014301
195,94,wl_elev94%,increasing,0.02399553835367718,7.3108361469750935,394655080014301
196,95,wl_elev95%,increasing,0.021065443548514473,7.316812970787135,394655080014301
197,96,wl_elev96%,increasing,0.021065443548514473,7.14334909841683,394655080014301
198,97,wl_elev97%,increasing,0.012236670124007976,6.9837661201728505,394655080014301
199,98,wl_elev98%,increasing,0.010623249592075945,7.314282306934958,394655080014301
200,99,wl_elev99%,increasing,0.012236670124007976,7.293425303844316,394655080014301
201,100,wl_elevmax,increasing,0.005064575627610424,7.525653619535378,394655080014301
202,0,wl_elevmin,decreasing,0.0007882489932307113,-9.162638436157266,394755078135001
203,1,wl_elev1%,decreasing,0.0015876396047747043,-9.070617862715432,394755078135001
204,2,wl_elev2%,decreasing,0.0010718312454465195,-9.209076112574916,394755078135001
205,3,wl_elev3%,decreasing,0.0013064279032353188,-9.305099247670247,394755078135001
206,4,wl_elev4%,decreasing,0.0007150266789361925,-8.566192122323782,394755078135001
207,5,wl_elev5%,decreasing,0.0007150266789361925,-8.86721331509397,394755078135001
208,6,wl_elev6%,decreasing,0.0005813973809076778,-9.073484010040469,394755078135001
209,7,wl_elev7.0%,decreasing,0.0015876396047747043,-8.93429821078043,394755078135001
210,8,wl_elev8%,decreasing,0.0019236587716895404,-8.709979059526583,394755078135001
211,9,wl_elev9%,decreasing,0.0027990994293993765,-8.747635806196117,394755078135001
212,10,wl_elev10%,decreasing,0.0023238926140103366,-8.67195617359021,394755078135001
213,11,wl_elev11%,decreasing,0.0036661749105475483,-8.595151646688251,394755078135001
214,12,wl_elev12%,decreasing,0.005720312248297388,-8.32209155860963,394755078135001
215,13,wl_elev13%,decreasing,0.006158981268927333,-7.817463912513585,394755078135001
216,14,wl_elev14%,decreasing,0.005720312248297388,-7.717030401311907,394755078135001
217,15,wl_elev15%,decreasing,0.007365098724938068,-7.013866580022255,394755078135001
218,16,wl_elev16%,decreasing,0.010257303754676483,-6.668921461607672,394755078135001
219,17,wl_elev17%,decreasing,0.011154735335949129,-6.742436738658875,394755078135001
220,18,wl_elev18%,decreasing,0.006745456833323837,-6.880769072690299,394755078135001
221,19,wl_elev19%,decreasing,0.009424068230065474,-6.510207445326279,394755078135001
222,20,wl_elev20%,decreasing,0.00936743690143671,-6.00019974461083,394755078135001
223,21,wl_elev21%,decreasing,0.005191087209986511,-5.911303869251777,394755078135001
224,22,wl_elev22%,decreasing,0.007365098724938068,-5.845189610054844,394755078135001
225,23,wl_elev23%,decreasing,0.011154735335949129,-6.1013247962796395,394755078135001
226,24,wl_elev24%,decreasing,0.011090510498746431,-5.954018205076115,394755078135001
227,25,wl_elev25%,decreasing,0.007984714588343378,-5.571048202317485,394755078135001
228,26,wl_elev26%,decreasing,0.009480868515616248,-5.431556288141822,394755078135001
229,27,wl_elev27%,decreasing,0.008034765312662895,-5.287758165369828,394755078135001
230,28,wl_elev28%,decreasing,0.011154735335949129,-5.417241220366165,394755078135001
231,29,wl_elev29%,decreasing,0.017854292789382997,-5.376234189424898,394755078135001
232,30,wl_elev30%,decreasing,0.02076499853542102,-5.379214026249612,394755078135001
233,31,wl_elev31%,decreasing,0.024081005177344794,-5.883076283072708,394755078135001
234,32,wl_elev32%,decreasing,0.025845685706784582,-5.517430122500346,394755078135001
235,33,wl_elev33%,decreasing,0.02076499853542102,-5.446817759115288,394755078135001
236,34,wl_elev34%,decreasing,0.024081005177344794,-5.1927413736666095,394755078135001
237,35,wl_elev35%,decreasing,0.025845685706784582,-5.431873110873253,394755078135001
238,36,wl_elev36%,decreasing,0.03210967274372978,-5.400343594020854,394755078135001
239,37,wl_elev37%,decreasing,0.03437152063923188,-5.341731628632071,394755078135001
240,38,wl_elev38%,decreasing,0.04839822318129827,-5.034223787912362,394755078135001
241,39,wl_elev39%,decreasing,0.04839822318129827,-5.074586193990103,394755078135001
242,40,wl_elev40%,decreasing,0.055179616323168146,-4.909231022576954,394755078135001
243,41,wl_elev41%,decreasing,0.055179616323168146,-4.673523617336282,394755078135001
244,42,wl_elev42%,decreasing,0.07112672748994053,-4.989706658545032,394755078135001
245,43,wl_elev43%,decreasing,0.07112672748994053,-4.785384683077665,394755078135001
246,44,wl_elev44%,decreasing,0.07112672748994053,-4.738762770588713,394755078135001
247,45,wl_elev45%,decreasing,0.07112672748994053,-4.820374003388618,394755078135001
248,46,wl_elev46%,decreasing,0.0627352288500378,-4.668606748569426,394755078135001
249,47,wl_elev47%,decreasing,0.055179616323168146,-4.818150068501439,394755078135001
250,48,wl_elev48%,decreasing,0.0667142021708369,-4.846344261723114,394755078135001
251,49,wl_elev49%,decreasing,0.0627352288500378,-4.761874462588792,394755078135001
252,50,wl_elev50%,decreasing,0.09066965950862338,-4.7677742327265245,394755078135001
253,51,wl_elev51%,decreasing,0.09604456971215258,-4.868922319779516,394755078135001
254,52,wl_elev52%,decreasing,0.09604456971215258,-4.742032425903801,394755078135001
255,53,wl_elev53%,no trend,0.142251065019936,-4.312791131475724,394755078135001
256,54,wl_elev54%,no trend,0.1143167755404042,-4.622207046202433,394755078135001
257,55,wl_elev55%,no trend,0.12753359877496373,-4.70746030087624,394755078135001
258,56,wl_elev56%,no trend,0.14256865901357507,-4.82363003020609,394755078135001
259,57,wl_elev57%,no trend,0.15857024949675513,-4.55075360851158,394755078135001
260,58,wl_elev58%,no trend,0.1758957490227675,-4.616611611603128,394755078135001
261,59,wl_elev59%,no trend,0.1668955057847059,-4.945390075737915,394755078135001
262,60,wl_elev60%,no trend,0.21471330142519163,-4.065049482834672,394755078135001
263,61,wl_elev61%,no trend,0.19459514049618587,-4.20497757003897,394755078135001
264,62,wl_elev62%,no trend,0.2593548928200182,-4.095763147798633,394755078135001
265,63,wl_elev63%,no trend,0.3668796006462123,-3.6902292938944767,394755078135001
266,64,wl_elev64%,no trend,0.4297952723395557,-3.394264945932502,394755078135001
267,65,wl_elev65%,no trend,0.4634692802376992,-2.6874918641834356,394755078135001
268,66,wl_elev66%,no trend,0.4634692802376992,-2.8010144182247436,394755078135001
269,67,wl_elev67%,no trend,0.5164609483721678,-2.6593964372639864,394755078135001
270,68,wl_elev68%,no trend,0.6117600292546324,-2.1836878100749724,394755078135001
271,69,wl_elev69%,no trend,0.7138287000305721,-1.8352696231432535,394755078135001
272,70,wl_elev70%,no trend,0.777959384381542,-1.0490553114545698,394755078135001
273,71,wl_elev71%,no trend,0.7138287000305721,-0.8860956438210162,394755078135001
274,72,wl_elev72%,no trend,0.631543497221327,-1.0503569469203655,394755078135001
275,73,wl_elev73%,no trend,0.6930118863702326,-1.7538657897507726,394755078135001
276,74,wl_elev74%,no trend,0.6930118863702326,-1.7816139980909118,394755078135001
277,75,wl_elev75%,no trend,0.6518692807184261,-1.696091216321006,394755078135001
278,76,wl_elev76%,no trend,0.6930118863702326,-1.2000722142572489,394755078135001
279,77,wl_elev77%,no trend,0.7350804926819565,-1.4133907656858025,394755078135001
280,78,wl_elev78%,no trend,0.777959384381542,-1.2137204778834945,394755078135001
281,79,wl_elev79%,no trend,0.6721951601179232,-1.002639187466651,394755078135001
282,80,wl_elev80%,no trend,0.7350804926819565,-1.086143496620334,394755078135001
283,81,wl_elev81%,no trend,0.6930118863702326,-1.0961680032500116,394755078135001
284,82,wl_elev82%,no trend,0.6930118863702326,-1.014263360095605,394755078135001
285,83,wl_elev83%,no trend,0.777959384381542,-0.8482014707567361,394755078135001
286,84,wl_elev84%,no trend,0.777959384381542,-0.754151296048622,394755078135001
287,85,wl_elev85%,no trend,0.8215254231894769,-0.6128806021238079,394755078135001
288,86,wl_elev86%,no trend,0.9101956836196836,-0.6188792627947526,394755078135001
289,87,wl_elev87%,no trend,1.0,-0.5364796274650429,394755078135001
290,88,wl_elev88%,no trend,0.8215254231894769,-0.48352804660354376,394755078135001
291,89,wl_elev89%,no trend,0.6930118863702326,-0.7570642076937073,394755078135001
292,90,wl_elev90%,no trend,0.7350804926819565,-0.7804765206504818,394755078135001
293,91,wl_elev91%,no trend,0.777959384381542,-0.926485945966933,394755078135001
294,92,wl_elev92%,no trend,0.7350804926819565,-0.5900244522754617,394755078135001
295,93,wl_elev93%,no trend,0.777959384381542,-0.8287032366448557,394755078135001
296,94,wl_elev94%,no trend,0.8656490997057351,-0.88662871484361,394755078135001
297,95,wl_elev95%,no trend,1.0,-0.18094609310358578,394755078135001
298,96,wl_elev96%,no trend,1.0,-0.017982067104793664,394755078135001
299,97,wl_elev97%,no trend,0.9550264552939918,-0.5454694553725575,394755078135001
300,98,wl_elev98%,no trend,0.8215254231894769,-1.817169534628236,394755078135001
301,99,wl_elev99%,no trend,0.6117600292546324,-2.4675144149980044,394755078135001
302,100,wl_elevmax,no trend,0.9101956836196836,1.1009545399145662,394755078135001
303,0,wl_elevmin,no trend,0.14256865901357507,0.9197553480821288,394843079351401
304,1,wl_elev1%,no trend,0.4297952723395557,0.5353598457894506,394843079351401
305,2,wl_elev2%,no trend,0.4634692802376992,0.47070257192115533,394843079351401
306,3,wl_elev3%,no trend,0.5727823105937271,0.4386096200243149,394843079351401
307,4,wl_elev4%,no trend,0.7138287000305721,0.518620869265348,394843079351401
308,5,wl_elev5%,no trend,0.7138287000305721,0.6301896374361646,394843079351401
309,6,wl_elev6%,no trend,0.8656490997057351,0.7532711485212893,394843079351401
310,7,wl_elev7.0%,no trend,1.0,0.05258122801545927,394843079351401
311,8,wl_elev8%,no trend,1.0,0.0,394843079351401
312,9,wl_elev9%,no trend,0.9549906910622281,0.37357527759966097,394843079351401
313,10,wl_elev10%,no trend,0.8877154032381029,0.06247215580371375,394843079351401
314,11,wl_elev11%,no trend,0.8655431644123779,0.44882071241430616,394843079351401
315,12,wl_elev12%,no trend,0.6927799493622109,0.6652242180494691,394843079351401
316,13,wl_elev13%,no trend,0.5724768033125289,0.8664143644132717,394843079351401
317,14,wl_elev14%,no trend,0.6516104628718791,1.1078413513388878,394843079351401
318,15,wl_elev15%,no trend,0.6117600292546324,1.0294801343942388,394843079351401
319,16,wl_elev16%,no trend,0.7138287000305721,1.17109534911285,394843079351401
320,17,wl_elev17%,no trend,0.8215254231894769,0.8700774327620856,394843079351401
321,18,wl_elev18%,no trend,0.8211989868910003,0.3559729316075463,394843079351401
322,19,wl_elev19%,no trend,0.8878338125942118,0.24164573236839004,394843079351401
323,20,wl_elev20%,no trend,0.6719492310785404,0.6793603872124585,394843079351401
324,21,wl_elev21%,no trend,0.631543497221327,1.3050136982319713,394843079351401
325,22,wl_elev22%,no trend,0.5919766642679967,1.2679413167840607,394843079351401
326,23,wl_elev23%,no trend,0.5164609483721678,1.579608762482077,394843079351401
327,24,wl_elev24%,no trend,0.5724768033125289,1.6106228406975425,394843079351401
328,25,wl_elev25%,no trend,0.49856438700636985,2.0559047159795107,394843079351401
329,26,wl_elev26%,no trend,0.3668796006462123,2.219670956744914,394843079351401
330,27,wl_elev27%,no trend,0.29660642229990053,2.779529730792473,394843079351401
331,28,wl_elev28%,no trend,0.23628916450237414,2.771098342140622,394843079351401
332,29,wl_elev29%,no trend,0.184896045443379,2.6824301579586467,394843079351401
333,30,wl_elev30%,no trend,0.13489231616419395,3.229685319076855,394843079351401
334,31,wl_elev31%,no trend,0.10194847915286309,3.419214741711098,394843079351401
335,32,wl_elev32%,increasing,0.07112672748994053,3.9545020910207693,394843079351401
336,33,wl_elev33%,increasing,0.07112672748994053,4.194813568656695,394843079351401
337,34,wl_elev34%,increasing,0.04496541438961632,4.086731231088458,394843079351401
338,35,wl_elev35%,increasing,0.04839822318129827,4.645592706026489,394843079351401
339,36,wl_elev36%,increasing,0.03437152063923188,4.827692587028201,394843079351401
340,37,wl_elev37%,increasing,0.031972946314523076,4.954165972741629,394843079351401
341,38,wl_elev38%,increasing,0.0369200731625019,5.111502103704398,394843079351401
342,39,wl_elev39%,increasing,0.04519345252026463,5.4483337449496325,394843079351401
343,40,wl_elev40%,increasing,0.04233103782986536,5.7717702688101005,394843079351401
344,41,wl_elev41%,increasing,0.04839822318129827,6.104575175053337,394843079351401
345,42,wl_elev42%,increasing,0.05160297259985702,6.22755901643178,394843079351401
346,43,wl_elev43%,increasing,0.0804170004514182,6.632686858808087,394843079351401
347,44,wl_elev44%,increasing,0.0804170004514182,6.165342506894462,394843079351401
348,45,wl_elev45%,increasing,0.07553924511823107,6.718725958465859,394843079351401
349,46,wl_elev46%,increasing,0.08529475394255615,6.3829101231213,394843079351401
